,source,word,freq_lcnl,freq_lcnl_log,freq_lcnl_log_flipscale,aoa_mean,aoa_sd,aoa_mean_scale,tasa_1,tasa_2,tasa_3,Has_freq,Has_aoa,Filter,score
6050,3k,serf,#N/A,#N/A,#N/A,10.33,2.99,4.132,#N/A,#N/A,#N/A,FALSE,TRUE,FALSE,
8350,3k,wilt,3,1.098612289,8.80140916,7.76,2.49,3.104,0,3,1,TRUE,TRUE,TRUE,11.90540916
7312,3k,swirl,2,0.693147181,9.243773377,6.67,2.54,2.668,1,1,1,TRUE,TRUE,TRUE,11.91177338
3175,3k,heap,3,1.098612289,8.80140916,7.79,3.17,3.116,3,8,10,TRUE,TRUE,TRUE,11.91740916
6064,3k,sex,#N/A,#N/A,#N/A,9.79,2.57,3.916,0,1,3,FALSE,TRUE,FALSE,
6065,3k,shack,#N/A,#N/A,#N/A,6.15,1.98,2.46,15,6,6,FALSE,TRUE,FALSE,
1004,lcnl,cheers,4,1.386294361,8.487546753,8.587917,3.83,3.4351668,3,3,4,TRUE,TRUE,TRUE,11.92271355
6072,3k,shaft,#N/A,#N/A,#N/A,10.17,3.38,4.068,0,0,4,FALSE,TRUE,FALSE,
6074,3k,shag,#N/A,#N/A,#N/A,10.53,3.75,4.212,#N/A,#N/A,#N/A,FALSE,TRUE,FALSE,
6213,3k,shove,2,0.693147181,9.243773377,6.7,3.23,2.68,0,3,4,TRUE,TRUE,TRUE,11.92377338
6080,lcnl,shale,#N/A,#N/A,#N/A,11.94,3.17,4.776,0,0,1,FALSE,TRUE,FALSE,
2738,3k,glance,5,1.609437912,8.244096157,9.22,2.76,3.688,0,9,16,TRUE,TRUE,TRUE,11.93209616
6084,3k,sham,#N/A,#N/A,#N/A,11.603502,2.74,4.6414008,1,0,1,FALSE,TRUE,FALSE,
5494,3k,ray,2,0.693147181,9.243773377,6.733253,2.51,2.6933012,78,24,21,TRUE,TRUE,TRUE,11.93707458
3157,3k,hawk,2,0.693147181,9.243773377,6.74391,1.75,2.697564,14,22,19,TRUE,TRUE,TRUE,11.94133738
7421,3k,tear,1,0,10,4.89,1.97,1.956,21,18,20,TRUE,TRUE,TRUE,11.956
6095,3k,shard,#N/A,#N/A,#N/A,9.9,3.65,3.96,#N/A,#N/A,#N/A,FALSE,TRUE,FALSE,
5442,3k,rail,3,1.098612289,8.80140916,7.89,2.99,3.156,6,8,9,TRUE,TRUE,TRUE,11.95740916
7267,3k,swarm,4,1.386294361,8.487546753,8.68,1.8,3.472,2,1,1,TRUE,TRUE,TRUE,11.95954675
5186,3k,pound,2,0.693147181,9.243773377,6.79,2.44,2.716,17,16,14,TRUE,TRUE,TRUE,11.95977338
7742,3k,trace,2,0.693147181,9.243773377,6.84,4.21,2.736,13,8,10,TRUE,TRUE,TRUE,11.97977338
6109,3k,shawl,#N/A,#N/A,#N/A,9.74,2.81,3.896,0,2,5,FALSE,TRUE,FALSE,
5122,3k,poke,1,0,10,4.95,2.37,1.98,1,3,5,TRUE,TRUE,TRUE,11.98
6116,3k,sheaf,#N/A,#N/A,#N/A,11.07,4.13,4.428,#N/A,#N/A,#N/A,FALSE,TRUE,FALSE,
6118,3k,shear,#N/A,#N/A,#N/A,8.67,2.97,3.468,#N/A,#N/A,#N/A,FALSE,TRUE,FALSE,
6120,lcnl,shears,#N/A,#N/A,#N/A,9.461445,2.7,3.784578,2,4,1,FALSE,TRUE,FALSE,
6121,3k,sheath,#N/A,#N/A,#N/A,10.93,3.1,4.372,0,0,0,FALSE,TRUE,FALSE,
6122,lcnl,sheathe,#N/A,#N/A,#N/A,14.13,3.07,5.652,#N/A,#N/A,#N/A,FALSE,TRUE,FALSE,
4104,3k,loss,1,0,10,5,2.38,2,1,3,9,TRUE,TRUE,TRUE,12
6128,3k,sheen,#N/A,#N/A,#N/A,10.388604,1.71,4.1554416,0,0,0,FALSE,TRUE,FALSE,
1627,3k,darn,3,1.098612289,8.80140916,8,3.94,3.2,#N/A,#N/A,#N/A,TRUE,TRUE,TRUE,12.00140916
6131,3k,sheer,#N/A,#N/A,#N/A,9.63,2.5,3.852,1,1,2,FALSE,TRUE,FALSE,
1849,lcnl,doze,3,1.098612289,8.80140916,8,1.91,3.2,#N/A,#N/A,#N/A,TRUE,TRUE,TRUE,12.00140916
6136,3k,sheik,#N/A,#N/A,#N/A,12.8184,3.61,5.12736,#N/A,#N/A,#N/A,FALSE,TRUE,FALSE,
3861,3k,latch,3,1.098612289,8.80140916,8,3.28,3.2,8,4,4,TRUE,TRUE,TRUE,12.00140916
7212,3k,sue,9,2.197224577,7.60281832,11,3.5,4.4,123,59,21,TRUE,TRUE,TRUE,12.00281832
6145,lcnl,shelve,#N/A,#N/A,#N/A,6.38,2.01,2.552,#N/A,#N/A,#N/A,FALSE,TRUE,FALSE,
6157,3k,shield,#N/A,#N/A,#N/A,6.5,1.69,2.6,0,3,6,FALSE,TRUE,FALSE,
6159,3k,shift,#N/A,#N/A,#N/A,9.17,3.81,3.668,2,3,4,FALSE,TRUE,FALSE,
6161,3k,shill,#N/A,#N/A,#N/A,11.77,2.65,4.708,#N/A,#N/A,#N/A,FALSE,TRUE,FALSE,
6162,3k,shim,#N/A,#N/A,#N/A,11.92,4.25,4.768,#N/A,#N/A,#N/A,FALSE,TRUE,FALSE,
6163,3k,shin,#N/A,#N/A,#N/A,8.39,3.55,3.356,0,0,0,FALSE,TRUE,FALSE,
6884,3k,squash,2,0.693147181,9.243773377,6.94,3.3,2.776,0,3,7,TRUE,TRUE,TRUE,12.01977338
1970,3k,dull,3,1.098612289,8.80140916,8.05,2.46,3.22,30,17,19,TRUE,TRUE,TRUE,12.02140916
6173,lcnl,shire,#N/A,#N/A,#N/A,10.92,3.09,4.368,#N/A,#N/A,#N/A,FALSE,TRUE,FALSE,
6175,lcnl,shirk,#N/A,#N/A,#N/A,13,2.42,5.2,#N/A,#N/A,#N/A,FALSE,TRUE,FALSE,
4349,3k,mild,3,1.098612289,8.80140916,8.05,2.56,3.22,1,4,5,TRUE,TRUE,TRUE,12.02140916
6181,3k,shit,#N/A,#N/A,#N/A,6.53,2.91,2.612,#N/A,#N/A,#N/A,FALSE,TRUE,FALSE,
6183,3k,shoal,#N/A,#N/A,#N/A,13.07,3.45,5.228,#N/A,#N/A,#N/A,FALSE,TRUE,FALSE,
205,3k,bash,4,1.386294361,8.487546753,8.84,2.69,3.536,#N/A,#N/A,#N/A,TRUE,TRUE,TRUE,12.02354675
2094,3k,fade,2,0.693147181,9.243773377,6.95,2.67,2.78,1,2,2,TRUE,TRUE,TRUE,12.02377338
4384,3k,mist,2,0.693147181,9.243773377,6.95,2.61,2.78,0,6,11,TRUE,TRUE,TRUE,12.02377338
4799,3k,pale,2,0.693147181,9.243773377,6.95,2.66,2.78,4,30,39,TRUE,TRUE,TRUE,12.02377338
8045,3k,vine,2,0.693147181,9.243773377,6.95,3.36,2.78,3,1,7,TRUE,TRUE,TRUE,12.02377338
8408,3k,wool,3,1.098612289,8.80140916,8.06,3.02,3.224,30,23,29,TRUE,TRUE,TRUE,12.02540916
12,3k,add,1,0,10,5.1,1.48,2.04,46,31,26,TRUE,TRUE,TRUE,12.04
1435,3k,creak,3,1.098612289,8.80140916,8.1,3.57,3.24,0,3,3,TRUE,TRUE,TRUE,12.04140916
1749,3k,dip,2,0.693147181,9.243773377,7,2.81,2.8,8,3,5,TRUE,TRUE,TRUE,12.04377338
4614,3k,niece,2,0.693147181,9.243773377,7,2.4,2.8,0,0,2,TRUE,TRUE,TRUE,12.04377338
8285,3k,whip,2,0.693147181,9.243773377,7,2.69,2.8,6,18,16,TRUE,TRUE,TRUE,12.04377338
6221,3k,shred,#N/A,#N/A,#N/A,9.28,4.07,3.712,#N/A,#N/A,#N/A,FALSE,TRUE,FALSE,
6223,lcnl,shrew,#N/A,#N/A,#N/A,11.82,4.26,4.728,0,0,0,FALSE,TRUE,FALSE,
6224,3k,shrewd,#N/A,#N/A,#N/A,11.37,2.79,4.548,0,0,1,FALSE,TRUE,FALSE,
6226,3k,shriek,#N/A,#N/A,#N/A,8.94,2.92,3.576,0,2,2,FALSE,TRUE,FALSE,
6229,lcnl,shrift,#N/A,#N/A,#N/A,12.14,2.73,4.856,#N/A,#N/A,#N/A,FALSE,TRUE,FALSE,
8441,3k,wrap,2,0.693147181,9.243773377,7,2.72,2.8,5,8,10,TRUE,TRUE,TRUE,12.04377338
6232,3k,shrimp,#N/A,#N/A,#N/A,7.11,2.77,2.844,0,3,3,FALSE,TRUE,FALSE,
6234,3k,shrine,#N/A,#N/A,#N/A,9.63,3.4,3.852,0,0,0,FALSE,TRUE,FALSE,
6236,3k,shrink,#N/A,#N/A,#N/A,7.06,3.06,2.824,0,4,3,FALSE,TRUE,FALSE,
992,3k,cheat,1,0,10,5.11,1.75,2.044,1,1,3,TRUE,TRUE,TRUE,12.044
6240,unl,shrove,#N/A,#N/A,#N/A,13.83,3.66,5.532,#N/A,#N/A,#N/A,FALSE,TRUE,FALSE,
6241,3k,shrub,#N/A,#N/A,#N/A,8.06,2.88,3.224,0,0,0,FALSE,TRUE,FALSE,
6243,3k,shrug,#N/A,#N/A,#N/A,7.94,1.98,3.176,0,1,2,FALSE,TRUE,FALSE,
6247,3k,shuck,#N/A,#N/A,#N/A,9.76,2.49,3.904,#N/A,#N/A,#N/A,FALSE,TRUE,FALSE,
6251,3k,shun,#N/A,#N/A,#N/A,11.33,2.85,4.532,#N/A,#N/A,#N/A,FALSE,TRUE,FALSE,
6254,3k,shunt,#N/A,#N/A,#N/A,13.53,4.06,5.412,#N/A,#N/A,#N/A,FALSE,TRUE,FALSE,
6256,lcnl,shush,#N/A,#N/A,#N/A,5.752809,2.36,2.3011236,#N/A,#N/A,#N/A,FALSE,TRUE,FALSE,
4445,3k,mop,1,0,10,5.11,1.91,2.044,37,1,1,TRUE,TRUE,TRUE,12.044
5250,3k,prize,1,0,10,5.113389,1.57,2.0453556,28,36,32,TRUE,TRUE,TRUE,12.0453556
1281,3k,code,3,1.098612289,8.80140916,8.11,2.79,3.244,4,7,5,TRUE,TRUE,TRUE,12.04540916
549,3k,bore,4,1.386294361,8.487546753,8.907281,4.64,3.5629124,0,2,4,TRUE,TRUE,TRUE,12.05045915
5201,lcnl,prance,4,1.386294361,8.487546753,8.95,2.68,3.58,#N/A,#N/A,#N/A,TRUE,TRUE,TRUE,12.06754675
393,3k,blast,2,0.693147181,9.243773377,7.06,3.02,2.824,2,11,13,TRUE,TRUE,TRUE,12.06777338
6271,lcnl,sift,#N/A,#N/A,#N/A,9.6,3.36,3.84,#N/A,#N/A,#N/A,FALSE,TRUE,FALSE,
5866,3k,scene,3,1.098612289,8.80140916,8.17,3.84,3.268,0,6,20,TRUE,TRUE,TRUE,12.06940916
373,lcnl,blah,4,1.386294361,8.487546753,8.98188,4.65,3.592752,#N/A,#N/A,#N/A,TRUE,TRUE,TRUE,12.08029875
353,3k,birth,1,0,10,5.21,2.25,2.084,0,6,13,TRUE,TRUE,TRUE,12.084
991,3k,cheap,2,0.693147181,9.243773377,7.11,2.08,2.844,1,5,7,TRUE,TRUE,TRUE,12.08777338
5621,3k,ripe,2,0.693147181,9.243773377,7.11,2.87,2.844,6,5,10,TRUE,TRUE,TRUE,12.08777338
6288,lcnl,silt,#N/A,#N/A,#N/A,11.75,3.38,4.7,0,0,1,FALSE,TRUE,FALSE,
6292,3k,sin,#N/A,#N/A,#N/A,6.74,2.62,2.696,0,3,4,FALSE,TRUE,FALSE,
1775,3k,dock,3,1.098612289,8.80140916,8.22,3.87,3.288,31,17,13,TRUE,TRUE,TRUE,12.08940916
6294,3k,sine,#N/A,#N/A,#N/A,13.69,1.45,5.476,#N/A,#N/A,#N/A,FALSE,TRUE,FALSE,
7091,3k,stout,6,1.791759469,8.045182537,10.12,2.78,4.048,8,2,5,TRUE,TRUE,TRUE,12.09318254
6297,lcnl,singe,#N/A,#N/A,#N/A,11.57,3.79,4.628,#N/A,#N/A,#N/A,FALSE,TRUE,FALSE,
5211,lcnl,prayer,1,0,10,5.25,1.77,2.1,0,4,7,TRUE,TRUE,TRUE,12.1
2213,3k,fierce,4,1.386294361,8.487546753,9.04,3.07,3.616,0,13,15,TRUE,TRUE,TRUE,12.10354675
3532,3k,jeans,1,0,10,5.26,2.1,2.104,11,12,15,TRUE,TRUE,TRUE,12.104
6310,lcnl,sire,#N/A,#N/A,#N/A,10.12,3.76,4.048,0,0,1,FALSE,TRUE,FALSE,
543,3k,booth,2,0.693147181,9.243773377,7.16,1.61,2.864,4,12,9,TRUE,TRUE,TRUE,12.10777338
2823,3k,golf,2,0.693147181,9.243773377,7.16,2.61,2.864,21,21,11,TRUE,TRUE,TRUE,12.10777338
3990,3k,limb,2,0.693147181,9.243773377,7.16,2.39,2.864,6,8,8,TRUE,TRUE,TRUE,12.10777338
3994,3k,limp,2,0.693147181,9.243773377,7.16,2.14,2.864,5,7,9,TRUE,TRUE,TRUE,12.10777338
72,lcnl,ark,2,0.693147181,9.243773377,7.17,3.33,2.868,0,1,3,TRUE,TRUE,TRUE,12.11177338
2363,3k,flock,2,0.693147181,9.243773377,7.18,2.9,2.872,13,16,18,TRUE,TRUE,TRUE,12.11577338
6328,3k,skeet,#N/A,#N/A,#N/A,12.53,3.62,5.012,#N/A,#N/A,#N/A,FALSE,TRUE,FALSE,
6330,lcnl,skein,#N/A,#N/A,#N/A,11.2,3.29,4.48,#N/A,#N/A,#N/A,FALSE,TRUE,FALSE,
6332,3k,sketch,#N/A,#N/A,#N/A,9,3.09,3.6,0,3,5,FALSE,TRUE,FALSE,
6334,lcnl,skew,#N/A,#N/A,#N/A,10.94,3.96,4.376,#N/A,#N/A,#N/A,FALSE,TRUE,FALSE,
1225,3k,cloth,1,0,10,5.3,1.13,2.12,50,55,75,TRUE,TRUE,TRUE,12.12
6337,3k,skid,#N/A,#N/A,#N/A,8.11,1.88,3.244,#N/A,#N/A,#N/A,FALSE,TRUE,FALSE,
6341,3k,skiff,#N/A,#N/A,#N/A,13.2,5.07,5.28,#N/A,#N/A,#N/A,FALSE,TRUE,FALSE,
7390,3k,tar,2,0.693147181,9.243773377,7.22,2.62,2.888,7,3,4,TRUE,TRUE,TRUE,12.13177338
6344,unl,skilled,#N/A,#N/A,#N/A,8.68,1.83,3.472,0,0,2,FALSE,TRUE,FALSE,
3524,3k,jaw,1,0,10,5.33,2.28,2.132,2,7,12,TRUE,TRUE,TRUE,12.132
6348,lcnl,skimp,#N/A,#N/A,#N/A,11.25,3.88,4.5,#N/A,#N/A,#N/A,FALSE,TRUE,FALSE,
4652,3k,nook,5,1.609437912,8.244096157,9.74,3.43,3.896,#N/A,#N/A,#N/A,TRUE,TRUE,TRUE,12.14009616
6434,3k,slim,2,0.693147181,9.243773377,7.26,2.42,2.904,7,4,10,TRUE,TRUE,TRUE,12.14777338
7697,3k,tool,1,0,10,5.37,2.03,2.148,10,14,18,TRUE,TRUE,TRUE,12.148
7593,3k,thus,4,1.386294361,8.487546753,9.19502,2.41,3.678008,1,1,11,TRUE,TRUE,TRUE,12.16555475
6361,lcnl,skive,#N/A,#N/A,#N/A,12.67,4.5,5.068,#N/A,#N/A,#N/A,FALSE,TRUE,FALSE,
6362,3k,skulk,#N/A,#N/A,#N/A,13.29,3.12,5.316,#N/A,#N/A,#N/A,FALSE,TRUE,FALSE,
6365,3k,skull,#N/A,#N/A,#N/A,6.33,2.61,2.532,2,4,10,FALSE,TRUE,FALSE,
3205,3k,height,1,0,10,5.42,1.43,2.168,0,4,13,TRUE,TRUE,TRUE,12.168
6905,lcnl,squid,2,0.693147181,9.243773377,7.32,3.46,2.928,0,8,3,TRUE,TRUE,TRUE,12.17177338
6371,3k,slab,#N/A,#N/A,#N/A,8.53,3.29,3.412,0,2,3,FALSE,TRUE,FALSE,
6373,3k,slack,#N/A,#N/A,#N/A,9.63,3.32,3.852,0,1,2,FALSE,TRUE,FALSE,
6376,unl,slade,#N/A,#N/A,#N/A,10.289146,3.8,4.1156584,#N/A,#N/A,#N/A,FALSE,TRUE,FALSE,
6377,lcnl,slag,#N/A,#N/A,#N/A,11.67,3.13,4.668,#N/A,#N/A,#N/A,FALSE,TRUE,FALSE,
6379,lcnl,slake,#N/A,#N/A,#N/A,12.33,4.58,4.932,#N/A,#N/A,#N/A,FALSE,TRUE,FALSE,
2908,3k,grease,2,0.693147181,9.243773377,7.33,2.09,2.932,0,5,10,TRUE,TRUE,TRUE,12.17577338
6385,3k,slang,#N/A,#N/A,#N/A,10.68,2.19,4.272,0,0,0,FALSE,TRUE,FALSE,
6386,3k,slant,#N/A,#N/A,#N/A,7.33,1.94,2.932,2,0,2,FALSE,TRUE,FALSE,
6286,3k,sill,2,0.693147181,9.243773377,7.33,2.57,2.932,3,5,4,TRUE,TRUE,TRUE,12.17577338
6391,3k,slash,#N/A,#N/A,#N/A,7.47,2.61,2.988,0,0,1,FALSE,TRUE,FALSE,
6393,3k,slat,#N/A,#N/A,#N/A,11.56,4.05,4.624,#N/A,#N/A,#N/A,FALSE,TRUE,FALSE,
6394,3k,slate,#N/A,#N/A,#N/A,9.25,3.43,3.7,1,0,3,FALSE,TRUE,FALSE,
2415,3k,foal,3,1.098612289,8.80140916,8.44,2.48,3.376,13,0,3,TRUE,TRUE,TRUE,12.17740916
6402,unl,slaw,#N/A,#N/A,#N/A,8.28,3.29,3.312,#N/A,#N/A,#N/A,FALSE,TRUE,FALSE,
6403,lcnl,slay,#N/A,#N/A,#N/A,9.39,3.33,3.756,0,0,1,FALSE,TRUE,FALSE,
4500,3k,muff,6,1.791759469,8.045182537,10.35,4.18,4.14,#N/A,#N/A,#N/A,TRUE,TRUE,TRUE,12.18518254
6406,unl,sledge,#N/A,#N/A,#N/A,10.06,3.42,4.024,1,0,0,FALSE,TRUE,FALSE,
3896,3k,leak,1,0,10,5.47,1.81,2.188,0,4,5,TRUE,TRUE,TRUE,12.188
5765,3k,rye,4,1.386294361,8.487546753,9.26,3.77,3.704,0,1,2,TRUE,TRUE,TRUE,12.19154675
6411,3k,sleet,#N/A,#N/A,#N/A,11.72,4.5,4.688,0,2,2,FALSE,TRUE,FALSE,
1120,3k,clam,2,0.693147181,9.243773377,7.37,2.22,2.948,0,7,9,TRUE,TRUE,TRUE,12.19177338
1708,lcnl,dew,2,0.693147181,9.243773377,7.37,2.59,2.948,0,7,6,TRUE,TRUE,TRUE,12.19177338
6417,3k,sleight,#N/A,#N/A,#N/A,13.29,3.95,5.316,#N/A,#N/A,#N/A,FALSE,TRUE,FALSE,
6420,unl,sleuth,#N/A,#N/A,#N/A,10.82,3.3,4.328,#N/A,#N/A,#N/A,FALSE,TRUE,FALSE,
6422,lcnl,slew,#N/A,#N/A,#N/A,9.802469,2.81,3.9209876,#N/A,#N/A,#N/A,FALSE,TRUE,FALSE,
2306,lcnl,flash,2,0.693147181,9.243773377,7.42,2.46,2.968,42,41,32,TRUE,TRUE,TRUE,12.21177338
1774,lcnl,doc,3,1.098612289,8.80140916,8.53,4.93,3.412,26,15,5,TRUE,TRUE,TRUE,12.21340916
5480,3k,rare,2,0.693147181,9.243773377,7.45,2.42,2.98,3,7,9,TRUE,TRUE,TRUE,12.22377338
6432,3k,slight,#N/A,#N/A,#N/A,10.33,3.01,4.132,0,3,9,FALSE,TRUE,FALSE,
4273,3k,math,1,0,10,5.56,1.46,2.224,16,12,9,TRUE,TRUE,TRUE,12.224
1568,3k,curse,2,0.693147181,9.243773377,7.47,2.67,2.988,0,0,3,TRUE,TRUE,TRUE,12.23177338
7207,3k,suck,1,0,10,5.58,2.39,2.232,5,4,4,TRUE,TRUE,TRUE,12.232
6439,lcnl,slink,#N/A,#N/A,#N/A,9.37,3.17,3.748,#N/A,#N/A,#N/A,FALSE,TRUE,FALSE,
4224,3k,mane,1,0,10,5.6,2.14,2.24,2,3,6,TRUE,TRUE,TRUE,12.24
6444,3k,slit,#N/A,#N/A,#N/A,10.44,4.15,4.176,1,2,4,FALSE,TRUE,FALSE,
6448,3k,slob,#N/A,#N/A,#N/A,7.11,2.64,2.844,#N/A,#N/A,#N/A,FALSE,TRUE,FALSE,
6452,lcnl,slog,#N/A,#N/A,#N/A,12.64,5.93,5.056,#N/A,#N/A,#N/A,FALSE,TRUE,FALSE,
6455,3k,sloop,#N/A,#N/A,#N/A,11.07,3.22,4.428,#N/A,#N/A,#N/A,FALSE,TRUE,FALSE,
6457,3k,slop,#N/A,#N/A,#N/A,7.95,3.58,3.18,#N/A,#N/A,#N/A,FALSE,TRUE,FALSE,
3280,3k,hitch,4,1.386294361,8.487546753,9.39,4.39,3.756,3,1,2,TRUE,TRUE,TRUE,12.24354675
7110,3k,strap,1,0,10,5.61,2.68,2.244,0,1,7,TRUE,TRUE,TRUE,12.244
6465,3k,slot,#N/A,#N/A,#N/A,6.85,2.35,2.74,0,2,1,FALSE,TRUE,FALSE,
5194,lcnl,pox,3,1.098612289,8.80140916,8.61,2.66,3.444,3,2,1,TRUE,TRUE,TRUE,12.24540916
6469,3k,slouch,#N/A,#N/A,#N/A,9.11,3.43,3.644,#N/A,#N/A,#N/A,FALSE,TRUE,FALSE,
6471,3k,slough,#N/A,#N/A,#N/A,14.651404,5.07,5.8605616,0,0,2,FALSE,TRUE,FALSE,
1250,3k,clump,3,1.098612289,8.80140916,8.62,3.04,3.448,9,4,5,TRUE,TRUE,TRUE,12.24940916
6477,3k,sludge,#N/A,#N/A,#N/A,8.8,3,3.52,61,19,0,FALSE,TRUE,FALSE,
6185,3k,shock,2,0.693147181,9.243773377,7.53,2.32,3.012,0,10,15,TRUE,TRUE,TRUE,12.25577338
6481,3k,sluice,#N/A,#N/A,#N/A,14.36,3.64,5.744,#N/A,#N/A,#N/A,FALSE,TRUE,FALSE,
6482,3k,slum,#N/A,#N/A,#N/A,11.9,3.87,4.76,0,0,0,FALSE,TRUE,FALSE,
6917,unl,squish,1,0,10,5.65,2.62,2.26,#N/A,#N/A,#N/A,TRUE,TRUE,TRUE,12.26
6489,unl,slur,#N/A,#N/A,#N/A,10.72,2.11,4.288,#N/A,#N/A,#N/A,FALSE,TRUE,FALSE,
6356,3k,skirt,1,0,10,5.67,2.57,2.268,9,13,18,TRUE,TRUE,TRUE,12.268
6495,lcnl,slush,#N/A,#N/A,#N/A,6.95,3.3,2.78,2,1,0,FALSE,TRUE,FALSE,
6496,lcnl,slut,#N/A,#N/A,#N/A,12.67,2.99,5.068,#N/A,#N/A,#N/A,FALSE,TRUE,FALSE,
7702,unl,toots,1,0,10,5.67,4.65,2.268,#N/A,#N/A,#N/A,TRUE,TRUE,TRUE,12.268
232,3k,bay,3,1.098612289,8.80140916,8.67,2.52,3.468,5,26,30,TRUE,TRUE,TRUE,12.26940916
5852,3k,scar,1,0,10,5.68,2.21,2.272,0,3,5,TRUE,TRUE,TRUE,12.272
7117,3k,stray,2,0.693147181,9.243773377,7.58,2.27,3.032,0,9,5,TRUE,TRUE,TRUE,12.27577338
7370,3k,tame,2,0.693147181,9.243773377,7.58,2.06,3.032,4,5,5,TRUE,TRUE,TRUE,12.27577338
6507,3k,smear,#N/A,#N/A,#N/A,8.84,4.11,3.536,0,0,1,FALSE,TRUE,FALSE,
3796,3k,lab,3,1.098612289,8.80140916,8.71,2.9,3.484,2,4,5,TRUE,TRUE,TRUE,12.28540916
6514,3k,smelt,#N/A,#N/A,#N/A,13.638989,5.01,5.4555956,0,0,0,FALSE,TRUE,FALSE,
6967,3k,stare,2,0.693147181,9.243773377,7.61,3.03,3.044,2,11,13,TRUE,TRUE,TRUE,12.28777338
6518,3k,smirk,#N/A,#N/A,#N/A,8,2.73,3.2,#N/A,#N/A,#N/A,FALSE,TRUE,FALSE,
6522,lcnl,smite,#N/A,#N/A,#N/A,11.5,4.76,4.6,#N/A,#N/A,#N/A,FALSE,TRUE,FALSE,
6526,lcnl,smock,#N/A,#N/A,#N/A,6.26,2.31,2.504,#N/A,#N/A,#N/A,FALSE,TRUE,FALSE,
7820,3k,troll,1,0,10,5.72,2.19,2.288,50,29,5,TRUE,TRUE,TRUE,12.288
3500,3k,jail,1,0,10,5.74,2.45,2.296,21,15,26,TRUE,TRUE,TRUE,12.296
5321,3k,punch,1,0,10,5.75,2.31,2.3,22,8,8,TRUE,TRUE,TRUE,12.3
2486,3k,frame,2,0.693147181,9.243773377,7.67,2.68,3.068,9,17,26,TRUE,TRUE,TRUE,12.31177338
6537,lcnl,smudge,#N/A,#N/A,#N/A,6.11,1.82,2.444,0,0,1,FALSE,TRUE,FALSE,
6539,3k,smug,#N/A,#N/A,#N/A,9.33,2.83,3.732,#N/A,#N/A,#N/A,FALSE,TRUE,FALSE,
6541,lcnl,smut,#N/A,#N/A,#N/A,12.74,3,5.096,#N/A,#N/A,#N/A,FALSE,TRUE,FALSE,
5246,3k,print,2,0.693147181,9.243773377,7.67,2.99,3.068,4,10,17,TRUE,TRUE,TRUE,12.31177338
6546,3k,snag,#N/A,#N/A,#N/A,9.75,3.11,3.9,#N/A,#N/A,#N/A,FALSE,TRUE,FALSE,
8535,3k,yelp,2,0.693147181,9.243773377,7.67,2.22,3.068,0,3,1,TRUE,TRUE,TRUE,12.31177338
247,3k,beam,3,1.098612289,8.80140916,8.78,2.9,3.512,8,8,11,TRUE,TRUE,TRUE,12.31340916
6,3k,ache,1,0,10,5.79,2.27,2.316,6,7,6,TRUE,TRUE,TRUE,12.316
6557,3k,snare,#N/A,#N/A,#N/A,10.68,3.06,4.272,#N/A,#N/A,#N/A,FALSE,TRUE,FALSE,
6561,lcnl,snarl,#N/A,#N/A,#N/A,8.75,2.94,3.5,0,0,2,FALSE,TRUE,FALSE,
1075,3k,chore,1,0,10,5.79,1.51,2.316,0,0,0,TRUE,TRUE,TRUE,12.316
3916,3k,leash,1,0,10,5.79,1.84,2.316,17,12,6,TRUE,TRUE,TRUE,12.316
6569,3k,sneer,#N/A,#N/A,#N/A,9.2,2.46,3.68,#N/A,#N/A,#N/A,FALSE,TRUE,FALSE,
1604,3k,dame,9,2.197224577,7.60281832,11.79,2.82,4.716,0,2,3,TRUE,TRUE,TRUE,12.31881832
6575,lcnl,snick,#N/A,#N/A,#N/A,16.33,4.16,6.532,#N/A,#N/A,#N/A,FALSE,TRUE,FALSE,
6576,unl,snide,#N/A,#N/A,#N/A,10.33,2.5,4.132,#N/A,#N/A,#N/A,FALSE,TRUE,FALSE,
4396,3k,moan,2,0.693147181,9.243773377,7.72,3.69,3.088,1,1,2,TRUE,TRUE,TRUE,12.33177338
6580,3k,snip,#N/A,#N/A,#N/A,7.24,2.88,2.896,#N/A,#N/A,#N/A,FALSE,TRUE,FALSE,
1399,3k,craft,1,0,10,5.83,2.23,2.332,0,0,2,TRUE,TRUE,TRUE,12.332
6586,unl,snitch,#N/A,#N/A,#N/A,10.56,3.85,4.224,#N/A,#N/A,#N/A,FALSE,TRUE,FALSE,
6588,3k,snob,#N/A,#N/A,#N/A,9.32,2.43,3.728,#N/A,#N/A,#N/A,FALSE,TRUE,FALSE,
6590,lcnl,snood,#N/A,#N/A,#N/A,10.75,1.86,4.3,#N/A,#N/A,#N/A,FALSE,TRUE,FALSE,
8024,3k,vest,1,0,10,5.83,2.31,2.332,2,8,7,TRUE,TRUE,TRUE,12.332
7629,3k,tilt,3,1.098612289,8.80140916,8.83,3.6,3.532,0,0,2,TRUE,TRUE,TRUE,12.33340916
5949,3k,screen,1,0,10,5.84,2.46,2.336,4,25,38,TRUE,TRUE,TRUE,12.336
1632,3k,dash,2,0.693147181,9.243773377,7.74,2.92,3.096,1,6,10,TRUE,TRUE,TRUE,12.33977338
7688,lcnl,tongs,2,0.693147181,9.243773377,7.777639,2.55,3.1110556,1,0,1,TRUE,TRUE,TRUE,12.35482898
